Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"3-26, rue Lockwell",371000.0,St-Jean-Baptiste,Québec Rive-Nord,2,1,1,1,89.4,766.9,3146.0,255.0,2100.0,756.0
"x, chemin du Bord-de-L'Eau",165000.0,Lac-Beauport,Québec Rive-Nord,4,2,1,2,117.06,1944.8,2778.46,275.0,1740.0,1150.5
"287, chemin Saint-Cyr",969000.0,Cleveland,Estrie,3,2,1,2,144.93,166081.93,2516.83,303.71,1573.61,1260.04
"45, RUE DANSEREAU",587000.0,Verchères,Montérégie (Rive-Sud Montréal),4,2,1,2,167.23,660.7,3115.04,347.85,2542.2,778.0
"3-6110, RUE BERNARD-RACICOT",374900.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,1,1,92.27,766.9,2057.59,200.47,677.89,442.44
"1022, boulevard du Lac",549000.0,Lac-Beauport,Québec Rive-Nord,4,2,1,1,93.83,1435.35,4225.0,275.0,1740.0,1150.5
"7137, rue Alexandra",2200000.0,Rosemont / La Petite Patrie,Montréal / l'Île,5,3,1,2,117.06,185.81,5912.0,275.0,1740.0,1195.0
2170 Rue de la Fileuse,489900.0,St-Jérôme (St-Jérôme),Laurentides,3,1,1,1,180.05,766.9,2778.46,275.0,1740.0,1150.5
"X, chemin de la Vallée",170000.0,Sutton,Estrie,4,2,1,2,117.06,2547.87,2778.46,275.0,1740.0,1150.5
Unité 806 - 3480 boulevard St-Elzéar Ouest,478763.0,Chomedey,Laval,2,1,1,1,91.88,766.9,2778.46,275.0,1740.0,1150.5
"152, rue des Jacinthes",719000.0,St-Joseph-Du-Lac,Laurentides,4,1,1,1,130.06,1189.16,3066.0,360.0,1800.0,1000.0
"351, avenue Saint-Denis",282000.0,Donnacona,Portneuf,2,1,1,1,113.34,766.9,2536.0,192.0,2208.0,1150.5
"22, 1re rue de la Montagne",535000.0,Pont-Rouge,Portneuf,2,2,1,2,117.06,766.9,2598.0,435.19,1313.0,1150.5
"45, rue des Abeilles",79000.0,St-Ferréol-les-Neiges,Québec Rive-Nord,4,2,1,2,117.06,1868.74,2778.46,275.0,1740.0,1150.5
"7065, RUE LOUIS-HEMON",850000.0,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,1,2,98.85,315.22,4672.62,294.2,1740.0,1410.46
"550, 10e Avenue",1200000.0,Senneterre,Abitibi-Témiscamingue,16,2,1,2,117.06,2773.16,19548.0,660.0,18000.0,17000.0
"1247, rue Roger-Gervais",179900.0,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,458.01,2778.46,275.0,1740.0,1150.5
"125, rue Fort-de-Beaumont",680000.0,Beaumont,Chaudière-Appalaches,3,1,1,2,221.11,690.83,2778.46,275.0,1740.0,1150.5
"25, chemin Corriveau",675000.0,Kingsey Falls,Centre-du-Québec,3,1,1,2,91.6,766.9,3667.47,415.92,1740.0,4500.0
"891, rue Philippe-Méthé",460000.0,Ste-Foy,Québec Rive-Nord,5,3,1,1,109.16,602.48,3898.87,292.22,2400.0,1320.0
"1586, chemin Rozon",460000.0,Wentworth-Nord,Laurentides,3,2,1,2,117.06,3994.83,2136.0,186.0,3000.0,936.0
"431, chemin Wexford",450000.0,Shannon,Québec Rive-Nord,4,2,1,1,109.81,1999.55,2778.46,275.0,1740.0,1150.5
"147, Rue Brillon",3300000.0,Beloeil,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,1752.34,18937.0,1026.0,13790.0,12000.0
"900, avenue André-Leclerc",624900.0,St-Côme,Lanaudière,3,2,1,2,171.87,4197.55,3970.77,300.56,2700.0,1150.5
"201-2303, avenue de la Salle",363000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,1,1,1,1,54.16,766.9,2778.46,275.0,1740.0,1150.5
"2533, chemin Saint-Louis",499500.0,Sillery,Québec Rive-Nord,6,2,1,1,111.86,666.11,3950.72,317.2,1740.0,1150.5
"86, route du Massif du Sud",105000.0,St-Philémon,Chaudière-Appalaches,4,2,1,2,117.06,1027.04,1677.5,275.0,1740.0,1150.5
"302-1240, rue Conefroy",284000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,1,1,78.73,766.9,2778.46,275.0,1740.0,1150.5
"220, des Herons",455000.0,St-Eustache,Laurentides,2,1,1,2,150.97,156.4,2807.06,255.08,1242.36,556.99
"165, des pins",395000.0,St-Liboire,Montérégie (Rive-Sud Montréal),4,1,1,1,117.06,2013.5,2307.09,239.77,2000.0,1150.5
"301-2405, Place des Tilleuls",640000.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),2,2,1,1,108.23,766.9,3169.0,363.0,1300.0,500.0
"76-1775, RUE DUNANT",362000.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),3,1,1,3,117.06,766.9,2067.72,211.43,540.0,1150.5
"602, rue Principale",295000.0,St-Louis,Montérégie (Rive-Sud Montréal),3,1,1,1,133.13,766.9,1856.3,357.13,1740.0,1150.5
Chemin des Saules,45000.0,ND-Du-Laus,Laurentides,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"51, rue le Renfort",598900.0,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),3,2,1,1,141.21,501.68,3047.27,330.72,1850.0,1256.77
"6799-6801, 12e Avenue",879000.0,Rosemont / La Petite Patrie,Montréal / l'Île,4,3,1,2,117.06,207.7,3440.42,432.24,420.69,1800.0
"351, rue Saint-René",315000.0,Rimouski (Rimouski),Bas-Saint-Laurent,2,1,1,1,117.06,664.63,2636.86,182.6,1740.0,1150.5
"195, 6e Rang",5200000.0,St-Pie-De-Guire,Centre-du-Québec,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"589, rue Villeneuve",359000.0,Drummondville (Drummondville),Centre-du-Québec,3,2,1,1,110.37,485.42,1930.0,145.0,2000.0,1000.0
"21, rue Richelieu",555000.0,Ste-Brigitte-De-Laval,Québec Rive-Nord,3,2,1,2,185.81,789.68,4414.04,360.0,2280.0,1150.5
"3964, boulevard Gareau",388000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,1,1,104.14,766.9,2778.46,275.0,1740.0,1150.5
"357, rue Madeleine-Gleason",415000.0,Rimouski (Rimouski),Bas-Saint-Laurent,3,2,1,2,107.9,552.5,3408.57,256.58,1657.45,1488.48
"165, chemin du Domaine-Millette",159000.0,Mont-Tremblant (St-Jovite),Laurentides,4,2,1,2,117.06,766.9,841.48,58.9,1740.0,1150.5
"838-840, boulevard Louis-XIV",414900.0,Charlesbourg,Québec Rive-Nord,4,2,1,2,117.06,780.9,3607.21,267.9,1740.0,1850.16
"43, Vallée des Rois",299000.0,St-Jean-De-Matha,Lanaudière,3,1,1,1,105.91,3004.86,1625.0,142.0,2600.0,1150.5
"8621, boulevard Saint-Jacques",315000.0,Neufchatel,Québec Rive-Nord,3,1,1,2,117.06,766.9,2656.0,190.0,1950.0,456.0
"1745, rue de l'Acropole",540000.0,St-Émile,Québec Rive-Nord,4,2,1,2,145.67,766.9,3965.97,353.5,2889.0,1167.39
", montée de l'Église",374990.0,St-Colomban,Laurentides,4,2,1,2,117.06,27527.17,1108.89,50.0,1740.0,1150.5
"192, rue Alphonse-Lacoursière",539000.0,Vanier,Québec Rive-Nord,3,1,1,1,199.28,603.87,4470.0,400.0,2100.0,1265.0
"895, rue de Maricourt",789000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,2,1,2,143.81,546.27,4124.0,427.0,2160.0,1800.0
"303-1020, boulevard de Palerme",359000.0,La Prairie,Montérégie (Rive-Sud Montréal),2,1,1,1,73.58,766.9,1881.95,214.68,480.0,1150.5
"1978, boulevard Bastien",387000.0,Neufchatel,Québec Rive-Nord,3,2,1,2,104.05,332.59,2122.0,227.68,1300.0,600.0
"104-309, rue Sainte-Catherine",379000.0,St-Constant,Montérégie (Rive-Sud Montréal),2,1,1,1,88.91,183.95,2182.12,211.6,1740.0,1150.5
"32, rue Bédard",449000.0,Boischatel,Québec Rive-Nord,3,2,1,2,152.64,457.18,3081.37,275.0,3471.12,700.0
"10120, avenue du Patrimoine-Mondial",609500.0,Lebourgneuf,Québec Rive-Nord,3,2,1,2,146.97,564.76,5140.0,459.0,1351.0,1150.5
"543, rue Neault",699000.0,St-Maurice,Mauricie,3,2,1,1,272.39,1486.45,2778.46,275.0,1740.0,1150.5
"3, rue Brière",549000.0,Danville,Estrie,4,1,1,2,187.29,977.9,3892.0,314.0,3678.0,1150.5
"181, rue du Contour",479000.0,Orford,Estrie,2,1,1,2,88.26,766.9,1660.82,167.84,1980.0,389.0
"203-1805, boulevard du Tricentenaire",395000.0,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,1,1,110.33,766.9,1680.98,179.84,1200.0,1150.5
"435, rue Raymond",98500.0,Degelis,Bas-Saint-Laurent,7,1,1,2,215.9,3716.5,2075.0,81.09,1740.0,1150.5
"200-857, Gustave-Guertin",459900.0,Joliette,Lanaudière,2,1,1,1,122.17,766.9,4115.0,248.0,867.0,506.0
"195, impasse Henri",278000.0,Gatineau (Buckingham),Outaouais,3,1,1,2,117.06,766.9,1979.0,424.0,1740.0,1150.5
"1112, RUE BORDELEAU",445000.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3,2,1,2,132.2,678.19,2778.46,275.0,1740.0,1150.5
"1256, rue du Havre",700000.0,Mascouche,Lanaudière,4,2,1,2,163.97,766.9,4439.84,409.37,1740.0,1150.5
"342, rue Antoine-Picard",259000.0,St-Jean-Port-Joli,Chaudière-Appalaches,2,1,1,1,61.97,431.4,2778.46,275.0,1740.0,1150.5
"1199, chemin du Rucher",449999.0,Chertsey,Lanaudière,2,1,1,1,77.3,2371.81,2778.46,275.0,1740.0,1150.5
"3-46, rue Marie-Victorin",345000.0,St-Eustache,Laurentides,2,1,1,2,92.53,766.9,2149.16,178.12,630.0,1150.5
"19, Marielle-Primeau",567000.0,Mercier,Montérégie (Rive-Sud Montréal),4,2,1,1,115.48,342.41,2997.18,265.4,2130.96,1150.5
"2249, rue de la Salamandre",539000.0,Ste-Marthe-Sur-Le-Lac,Laurentides,4,1,1,2,117.06,350.7,2712.0,273.0,1560.0,1150.5
", chemin du Loup",68800.0,St-Côme-Linière,Chaudière-Appalaches,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"755, rue de l'Héritage",499000.0,Trois-Rivières (Pointe-Du-Lac),Mauricie,4,2,1,1,109.7,766.9,4602.68,259.37,1740.0,1150.5
"101-361, rue McDuff",538377.9,Ste-Julie,Montérégie (Rive-Sud Montréal),2,2,1,1,118.92,766.9,2778.46,275.0,1740.0,1150.5
"201-144, boulevard de Bromont",615000.0,Bromont,Estrie,3,2,1,2,13.45,766.9,335.03,33.03,31.17,1150.5
"905, route 117",239500.0,Val-David,Laurentides,4,2,1,2,117.06,1793.03,2778.46,275.0,1740.0,1150.5
"1170, rue du Bourgeois",435000.0,St-Rédempteur,Québec Rive-Sud (Lévis),4,2,1,1,208.1,576.93,3102.91,274.19,2972.16,1150.5
"1072, rue de Descoudet",569000.0,Terrebonne (Terrebonne),Lanaudière,3,1,1,3,144.56,556.02,3273.83,304.97,2242.03,1150.5
"6003-6005, rue de la Frontière",695000.0,Sherbrooke (Rock Forest),Estrie,3,1,1,2,117.06,696.8,3097.58,263.0,1740.0,1375.5
"51, rue Argyll",685000.0,Sherbrooke (Jacques-Cartier),Estrie,3,2,1,2,138.54,659.2,3491.25,226.06,1740.0,1808.31
"465, rue de la Réserve",595000.0,St-Lucien,Centre-du-Québec,4,2,1,2,137.96,766.9,831.0,48.0,1493.0,1150.5
"603, rue Denise-Collette",799000.0,Ste-Julie,Montérégie (Rive-Sud Montréal),2,3,1,2,171.96,766.9,2778.46,275.0,1740.0,1150.5
"402-440, avenue de la Belle-Dame",479000.0,La Prairie,Montérégie (Rive-Sud Montréal),2,1,1,1,105.44,766.9,2211.01,264.33,504.57,1150.5
"82, Carré Denise-Pelletier",643755.0,Terrebonne (Terrebonne),Lanaudière,4,1,1,3,148.64,766.9,2778.46,275.0,1740.0,1150.5
"675, avenue Duquesne",419000.0,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),4,2,1,1,90.67,650.32,2469.94,214.64,1874.52,1150.5
"3-321, rue Saint-Jean-Baptiste",298000.0,Rimouski (Rimouski),Bas-Saint-Laurent,2,1,1,1,92.9,766.9,2511.37,170.37,70.0,1150.5
"13, rue des Florins",859000.0,Blainville,Laurentides,4,2,1,2,169.08,557.42,3220.0,370.0,3900.0,2000.0
"10355, rue du Muscadet",619900.0,Mirabel (St-Canut),Laurentides,3,2,1,1,113.06,766.9,2321.69,354.14,1740.0,1150.5
"6090047, chemin de la Pointe-des-Monts",48000.0,Baie-Trinite,Côte-Nord,4,2,1,2,117.06,4713.9,386.0,275.0,1740.0,1150.5
"761, Belle Montagne",1250000.0,St-Jean-De-Matha,Lanaudière,4,2,1,2,222.97,20903.18,2778.46,275.0,2400.0,2870.0
"6343490, chemin de la Pointe-des-Monts",120000.0,Baie-Trinite,Côte-Nord,4,2,1,2,117.06,59936.4,386.0,275.0,1740.0,1150.5
"201, rue Provost",419900.0,St-Michel-Des-Saints,Lanaudière,4,2,1,2,124.77,2228.37,2447.83,177.77,1780.0,1068.0
"162, rang Sainte-Marie Est",725000.0,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),3,1,1,2,117.06,2303.1,2527.06,249.65,2396.49,1385.75
"1201, rue des Turquoises",229000.0,Charlesbourg,Québec Rive-Nord,2,1,1,2,117.06,242.85,1913.7,135.9,1740.0,1150.5
"19, rue des Sommets",55500.0,St-Severin-De-Beauce,Chaudière-Appalaches,4,2,1,2,117.06,2577.5,2778.46,275.0,1740.0,1150.5
"103-4600, rue de la Marquise",199000.0,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,1,1,1,1,59.1,246.56,1923.87,80.59,600.0,360.0
"785, 9e Avenue",898700.0,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,7,5,1,2,117.06,766.9,4823.16,520.0,1740.0,1547.8
"1-7070, rue Fabre",850000.0,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,2,152.36,204.39,4380.0,566.0,1440.0,1040.0
Unité 304 - 7480 Boulevard Taschereau,414900.0,Brossard,Montérégie (Rive-Sud Montréal),1,1,1,1,65.78,766.9,2778.46,275.0,1740.0,1150.5
"427, route 161",219900.0,Saints-Martyrs-Canadiens,Centre-du-Québec,2,1,1,2,144.93,766.9,1100.0,44.0,1740.0,1150.5
"38, rue de la Grande-Place",450000.0,Victoriaville,Centre-du-Québec,2,2,1,2,180.7,594.77,4200.0,365.0,1740.0,1150.5
"64, impasse de la Coulée",719000.0,Cantley,Outaouais,4,2,1,2,173.73,766.9,4253.0,403.0,1740.0,1150.5
"5809923, chemin du Lac-Kiamika",125000.0,Rivière-Rouge (Ste-Véronique),Laurentides,4,2,1,2,117.06,4049.09,732.45,21.44,1740.0,1150.5
"1690, rue des Hérons",415000.0,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4,2,1,1,111.48,766.9,3612.0,219.0,2782.0,1150.5
"1385, rue de la Trinité",358500.0,Limoilou,Québec Rive-Nord,3,1,1,1,117.06,278.71,2759.0,216.0,1560.0,1150.5
"83, rue Daguerre",360000.0,Candiac,Montérégie (Rive-Sud Montréal),2,1,1,1,82.5,766.9,1949.82,170.65,768.0,1150.5
"5, rue Faucher",580000.0,Dosquet,Chaudière-Appalaches,3,2,1,1,16.76,1660.64,3110.79,520.0,1740.0,2000.0
"56, place Radisson",589900.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),3,1,1,1,96.62,653.11,2211.06,275.0,1200.0,1150.5
"C1-44, rang Petit Beloeil",97500.0,St-Côme,Lanaudière,4,2,1,2,117.06,4007.56,2778.46,275.0,1740.0,1150.5
"212-512, côte de l'Église",176000.0,Boischatel,Québec Rive-Nord,1,1,1,4,65.03,766.9,2400.0,200.0,600.0,1150.5
"111, rue de Courmayeur",549000.0,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,3,1,1,1,101.45,1424.58,2517.53,235.83,2191.92,1493.0
"105, rue Alexanne",650000.0,Ste-Sophie,Laurentides,4,3,1,2,202.99,766.9,3590.0,399.0,3980.0,1320.0
"101-4365, boulevard Saint-Michel",439000.0,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,1,83.61,766.9,2778.46,275.0,600.0,1150.5
"1620, rue Saint-Pierre Sud",429000.0,Joliette,Lanaudière,2,1,1,2,267.37,766.9,2325.48,193.3,1680.0,654.27
"3059, avenue du Mont-Royal Est",650000.0,Rosemont / La Petite Patrie,Montréal / l'Île,3,1,1,1,108.98,766.9,3656.38,436.0,1740.0,1150.5
"360, rue Principale",375000.0,St-Pierre-De-La-Riviere-Du-Sud,Chaudière-Appalaches,3,2,1,2,117.06,1287.7,3182.0,171.0,1600.0,600.0
"115, avenue Alexina",875000.0,Pointe-Claire,Montréal / l'Île,4,2,1,4,190.45,556.86,5344.0,599.0,2620.0,1150.5
"1745, rue de Chambord",425000.0,Sherbrooke (Fleurimont),Estrie,6,2,1,1,104.05,794.69,2633.0,187.0,2820.0,1150.5
"1, monté Robinson",575000.0,St-Sixte,Outaouais,4,2,1,3,325.16,151263.3,2000.0,210.0,2890.0,1150.5
"12, rue Potvin",385000.0,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),4,1,1,1,109.25,557.42,2181.0,166.77,1300.0,1150.5
"308-9300, avenue Bourret",186000.0,Charlesbourg,Québec Rive-Nord,2,1,1,1,89.19,766.9,1623.0,106.0,2500.0,900.0
"1106-5700, boulevard Cavendish",292000.0,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,2,1,1,1,62.7,766.9,1460.6,123.64,297.0,400.0
"227, terrasse Dominique",409000.0,St-Amable,Montérégie (Rive-Sud Montréal),3,1,1,2,83.61,38.65,2439.0,625.0,684.0,1700.0
"17, rue du Débusquage",508900.0,Gatineau (Gatineau),Outaouais,3,1,1,2,124.68,0.09,2778.46,275.0,1740.0,1150.5
"607, rue Denise-Collette",581000.0,Ste-Julie,Montérégie (Rive-Sud Montréal),2,2,1,2,124.3,766.9,2778.46,275.0,1740.0,1150.5
rue Guy-Linteau,364900.0,Ste-Catherine-de-la-JC,Québec Rive-Nord,5,1,1,2,107.02,613.16,2778.46,275.0,1740.0,1150.5
"1135, rue du Campanile",369900.0,Drummondville (Drummondville),Centre-du-Québec,4,2,1,1,102.38,667.32,2778.46,275.0,1740.0,1150.5
"1190, rue du Campanile",424900.0,Drummondville (Drummondville),Centre-du-Québec,2,1,1,1,117.06,509.76,2778.46,275.0,1740.0,1150.5
"8732, rue Jean-Bernard",418000.0,Lebourgneuf,Québec Rive-Nord,4,2,1,2,116.13,766.9,3201.0,260.0,1740.0,1150.5
"218, rue Flamand",298000.0,Joliette,Lanaudière,6,2,1,2,117.06,560.5,2117.11,141.11,1740.0,2053.44
"245, 2e Rang Est",310000.0,Ste-Luce (Luceville),Bas-Saint-Laurent,5,2,1,1,104.05,766.9,2600.0,197.0,1740.0,1150.5
"215-2303, rue Wilfrid-Reid",795000.0,Saint-Laurent,Montréal / l'Île,3,2,1,2,134.52,766.9,3500.0,500.0,450.0,1150.5
"15, rue des Argousiers",350000.0,St-Nicolas,Québec Rive-Sud (Lévis),4,2,1,1,86.77,495.73,2400.0,200.0,2500.0,1150.5
"96, avenue des Laurentides",449900.0,Bois-Des-Filion,Laurentides,3,1,1,3,108.23,766.9,2562.59,202.74,1392.0,1200.0
"406-3500, rue Rachel Est",639000.0,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,2,90.58,766.9,3220.0,200.0,500.0,1150.5
"17, rue Rix",425000.0,Bedford,Estrie,4,2,1,2,137.68,1793.68,2453.28,181.08,1839.24,1217.53
"120, place Henri-Rybicki",284500.0,St-Joseph-Du-Lac,Laurentides,2,1,1,1,77.2,766.9,1649.0,135.0,732.0,429.0
"8176, avenue de la Roche-sur-Yon",510000.0,Anjou,Montréal / l'Île,4,1,1,2,154.96,438.72,3807.41,397.82,1513.37,1150.5
"10-124, rue Lapointe",299000.0,Repentigny (Repentigny),Lanaudière,2,1,1,1,117.06,766.9,1711.05,115.92,1740.0,1150.5
"208-6363, boulevard Saint-Laurent",600000.0,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,1,98.29,766.9,2750.0,350.0,300.0,400.0
"658, rue du Mont-Brome",290000.0,Granby,Estrie,2,1,1,1,100.1,766.9,1760.0,130.0,726.0,1150.5
"140, rue Beaudrier",389000.0,Beauport,Québec Rive-Nord,4,2,1,2,82.1,510.3,2776.0,225.0,1000.0,1150.5
"33, rue Hélène-Laframboise",1015000.0,Shefford,Estrie,3,2,1,2,178.56,6294.92,3703.0,451.93,2165.0,1150.5
"208-1815, 25e Rue",275500.0,Limoilou,Québec Rive-Nord,1,1,1,2,76.2,69.68,2398.25,173.19,980.0,334.63
"6-3090, rue Arthur-Houle",460000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,2,109.35,766.9,2350.0,231.74,1320.0,650.0
"160, place le Baron",205000.0,Vimont,Laval,2,1,1,1,92.9,139.35,1305.0,100.0,1500.0,1150.5
"5017, rue Turcot",449000.0,Le Sud-Ouest,Montréal / l'Île,2,1,1,1,65.68,766.9,2246.2,271.66,1740.0,1150.5
"204-800, rue de Vimy",330000.0,Sherbrooke (Jacques-Cartier),Estrie,2,1,1,1,110.28,766.9,2258.19,160.42,550.0,1150.5
1077-1079,844900.0,L'Assomption,Lanaudière,5,3,1,1,318.47,728.08,5984.0,426.0,1740.0,1150.5
"660, 9e Rang",619999.0,St-Dominique,Montérégie (Rive-Sud Montréal),3,1,1,1,171.41,766.9,2546.65,310.1,2810.0,1150.5
chemin du Gouverneur Duquesne,235000.0,Rivière-à-Pierre,Portneuf,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"717-2120, rue Sainte-Catherine Est",380000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,1,1,53.98,766.9,2778.46,275.0,1740.0,1150.5
"2597, rue de la Garonne",254000.0,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,2,1,1,1,105.91,766.9,2365.65,117.86,840.0,1150.5
"400, 1er Rang Est",595000.0,St-Odilon,Chaudière-Appalaches,4,2,1,1,178.93,13931.55,3700.0,241.0,1340.0,1260.0
"708-4500, chemin de la Côte-des-Neiges",498000.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,1,2,1,1,77.76,766.9,2974.29,377.78,435.0,1150.5
"524, avenue Joseph-Giffard",489000.0,Beauport,Québec Rive-Nord,3,1,1,1,124.49,1425.13,3314.0,288.0,1596.0,832.0
"1193, rue Cowie",489000.0,Granby,Estrie,6,3,1,2,117.06,1161.57,2934.0,243.0,1740.0,1150.5
"11, rue de Forges",579000.0,Candiac,Montérégie (Rive-Sud Montréal),4,1,1,2,123.56,370.31,2715.63,322.09,2000.0,1150.5
"685, rue Egan",749000.0,Verdun,Montréal / l'Île,3,1,1,2,117.06,147.72,3900.0,891.08,1740.0,1150.5
"371, rue Berri",1165000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,3,2,1,3,154.87,63.3,6278.44,848.88,2000.0,1528.65
"178-180-182, rue Saint-Joseph",429000.0,St-Damase,Montérégie (Rive-Sud Montréal),7,3,1,2,117.06,1193.53,3016.11,227.97,1740.0,2996.66
"304-85, avenue de l'Hôtel-de-Ville",849000.0,Bromont,Estrie,3,2,1,1,130.44,766.9,4020.32,396.4,374.0,1150.5
"1167, boulevard Maisonneuve",365000.0,St-Jérôme (Bellefeuille),Laurentides,2,1,1,1,90.58,766.9,2124.24,169.95,721.56,501.7
6341-6343 rue Cartier,930000.0,Rosemont / La Petite Patrie,Montréal / l'Île,5,2,1,2,117.06,130.2,5043.0,649.0,2400.0,1150.5
"524-20, rue des Jardins-Mérici",595000.0,Montcalm,Québec Rive-Nord,2,2,1,1,126.81,766.9,4558.55,410.93,544.08,723.0
"418-680, rue de Courcelle",429000.0,Le Sud-Ouest,Montréal / l'Île,2,1,1,1,75.6,30.58,2475.0,300.0,1740.0,1150.5
"38, rue Belisle",429900.0,St-André-Avellin,Outaouais,4,2,1,1,98.48,891.3,3401.63,211.72,1200.0,1150.5
"4845, rue du Sourcin",439000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,4,2,1,1,99.78,531.02,3642.67,293.52,1980.0,770.0
"700, rue Rouillier",531332.0,La Prairie,Montérégie (Rive-Sud Montréal),4,2,1,2,184.51,766.9,2778.46,275.0,1740.0,1150.5
rue Voyer,65000.0,St-Basile-De-Portneuf,Portneuf,4,2,1,2,117.06,2322.58,466.23,26.85,1740.0,1150.5
"400, boulevard Carmel",699900.0,Terrebonne (Terrebonne),Lanaudière,4,2,1,2,117.06,529.64,4289.0,364.0,1740.0,1150.5
rue d'Ambre,599000.0,Candiac,Montérégie (Rive-Sud Montréal),2,1,1,3,160.72,766.9,2778.46,275.0,1740.0,1150.5
"1570, rue Soucy",710000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,951.98,3961.39,118.26,1740.0,950.0
"10, Montée du Parc",331372.0,Château-Richer,Québec Rive-Nord,2,1,1,1,59.46,766.9,2778.46,275.0,1740.0,1150.5
"470, cours du Chevreuil",459000.0,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,4,2,1,1,97.4,766.9,2890.03,183.8,256.58,1150.5
"634, rue d'Hochelaga",350000.0,Sherbrooke (Rock Forest),Estrie,2,2,1,1,66.89,324.5,2394.74,169.78,1350.14,624.06
"41-28, chemin du Hameau",228500.0,Stoneham,Québec Rive-Nord,1,1,1,1,41.43,66.58,2521.0,89.0,860.0,461.0
"12, rue Paul",699000.0,Val-Des-Monts (Perkins),Outaouais,4,2,1,1,128.21,766.9,4020.81,342.98,1740.0,1150.5
"1196, rue Bénoni-Robert",615000.0,Beloeil,Montérégie (Rive-Sud Montréal),3,1,1,2,128.21,567.17,4077.0,378.0,1250.0,1432.0
"133-133A, place Vachon",469000.0,Lachute,Laurentides,5,2,1,2,131.97,1131.09,3902.71,251.75,1740.0,1150.5
"104-2025, allée du Val de Bagnes",810000.0,Mont-Tremblant,Laurentides,2,2,1,1,119.38,766.9,50.0,50.0,1740.0,617.0
"10, rue de la Falaise",525000.0,Beaumont,Chaudière-Appalaches,2,1,1,1,77.11,2395.5,3510.0,335.0,1740.0,1150.5
"703-4960, rue Honoré-Beaugrand",1245000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,3,2,1,1,215.72,766.9,7184.0,644.0,2200.0,1150.5
"662, avenue Clarence-Gagnon",439000.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,3,1,1,1,102.19,766.9,1640.0,160.0,624.0,720.0
"912, croissant du Jaseur",425000.0,Magog,Estrie,3,1,1,1,83.15,827.02,2500.0,172.0,800.0,500.0
"8110, avenue Arlington",815000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,2,1,2,130.99,766.9,4798.32,390.92,2150.0,1443.24
"16105, boul Valcartier",539000.0,Loretteville,Québec Rive-Nord,3,2,1,1,111.48,1393.55,3320.4,289.31,1076.65,1150.5
"115-2540, avenue Champfleury",312500.0,Charlesbourg,Québec Rive-Nord,3,1,1,2,115.02,123.87,2619.83,202.06,890.0,334.63
