Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"403-450, chemin de la Grande-Côte",675 000 $,Lorraine,Laurentides,2,,1,1,1 245 pi²,,,,,
"761-765, rue Saint-Vallier Ouest",550 000 $,Saint-Sauveur,Québec Rive-Nord,3,1,,,,,"5 403,00 $","388,00 $","2 000,00 $","2 145,00 $"
"49, RANG 3E E",649 000 $,St-Fabien,Bas-Saint-Laurent,2,1,1,2,1 800 pi²,,"2 383,00 $","168,00 $","3 924,00 $","1 647,00 $"
"46, rue du Canard",748 900 $,Gatineau (Aylmer),Outaouais,4,,,1,1 307 pi²,,"4 354,96 $","319,92 $",,
"32, rue des Braves-du-Coin",260 000 $,Gatineau (Hull),Outaouais,,,,,,,,,,
"306-5410, rue Saint-André",410 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,4,533 pi²,,"1 850,00 $","200,00 $","725,00 $","376,00 $"
"389, avenue de l'Éurêka",320 000 $,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,5,,,1,1 022.6 pi²,,"2 247,56 $","146,73 $",,
rue Lemieux,292 000 $,Granby,Estrie,,,,,,,,,,
rue Lemieux,235 000 $,Granby,Estrie,,,,,,,,,,
"181, rue Sainte-Anne",729 000 $,St-Damase,Montérégie (Rive-Sud Montréal),4,,1,2,2 635 pi²,,"2 897,00 $","345,00 $","2 760,00 $",
"208-9060, boulevard Mathieu",181 900 $,Charlesbourg,Québec Rive-Nord,2,1,,1,760 pi²,,"1 473,30 $","89,84 $","528,00 $",
"6921, rue Jean-Paul-Lemieux",527 900 $,Ste-Rose,Laval,2,1,1,2,1 105.78 pi²,,"2 259,61 $","269,10 $","742,80 $","421,96 $"
"800, CH DU LAC-SAINTE-ROSE S",597 000 $,Mandeville,Lanaudière,4,1,1,2,1 787 pi²,,"2 806,00 $","289,00 $",,
"403-750, boulevard Monseigneur-de-Laval",790 000 $,Baie-St-Paul,Charlevoix,4,,,2,1 744 pi²,,"10 400,00 $","500,51 $",,
"160, RUE MAIN",982 000 $,Hudson,Montérégie Ouest,3,1,1,2,1 806 pi²,,"5 227,00 $","527,40 $","2 117,00 $","2 400,00 $"
", rue Jean-Dallaire",190 000 $,St-Lin-Laurentides,Lanaudière,,,,,,,"889,13 $","74,24 $",,
"203-4550, 2e Avenue",635 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,,,1,1 100 pi²,,"3 600,00 $","417,00 $","880,00 $","600,00 $"
"360, rue Laforce",849 000 $,Chambly,Montérégie (Rive-Sud Montréal),5,,1,2,1 399.31 pi²,,"3 310,93 $","420,56 $","2 550,00 $","124,00 $"
"38, montée du Bois Franc",765 000 $,Lac-Beauport,Québec Rive-Nord,3,1,1,2,54x64 pi,,"4 155,00 $","392,00 $","2 495,00 $","981,00 $"
"185, rue Guy",228 000 $,Val-des-Sources,Estrie,4,1,,1,960 pi²,,"2 098,00 $","77,00 $",,
"91-95, 2e rue de Cherbourg",649 000 $,Chambly,Montérégie (Rive-Sud Montréal),8,,,,,,"3 757,34 $","350,21 $",,"1 238,00 $"
"16, Allée Hormidas-Cyr",284 000 $,Iles-de-la-Madeleine (L'Étang-du-Nord),Gaspésie-Îles-de-la-Madeleine,3,1,,1,,,,,"1 000,00 $",
"181, montée Victor Nymark",619 000 $,St-Sauveur,Laurentides,3,,,1,1 505 pi²,,"2 754,18 $","266,79 $","2 400,00 $",
"121, avenue des Cascades",364 000 $,St-Jean-De-Matha,Lanaudière,2,1,,1,805 pi²,,"1 551,23 $","148,55 $","1 476,00 $",
"55, avenue de Baccarat",474 900 $,Lorraine,Laurentides,3,1,1,2,1 243.23 pi²,,,,,
"3399, rue Cedar",395 000 $,Rawdon,Lanaudière,3,1,,1,,,"2 419,16 $","162,00 $","1 500,00 $",
"XX, RUE DAIGLE",81 500 $,St-Raymond,Portneuf,,,,,,,,,,
"560, rue Châteauguay",295 000 $,Saint-Sauveur,Québec Rive-Nord,,,,,,,"1 597,13 $","145,41 $",,
"625, rue du Lac-Sartigan",39 370 $,St-Alfred,Chaudière-Appalaches,,,,,,,,,,
"Unité 1006 - 3653, avenue Jean-Beraud",685 000 $,Chomedey,Laval,2,,,1,1 166 pi²,,,,,
"111, RUE PELLETIER",799 000 $,St-Constant,Montérégie (Rive-Sud Montréal),3,,1,2,1 524 pi²,,"4 393,00 $","459,00 $","2 400,00 $",
100 chemin des Diligences,619 900 $,Bromont,Estrie,2,,,2,,,,,,
"49, chemin de la Cornière",751 000 $,Lac-Beauport,Québec Rive-Nord,3,,1,2,2 460 pi²,,,,,
"842, rue Magnone",335 000 $,Granby,Estrie,2,1,1,1,1 077 pi²,,,,,
"8901, rang Saint-Philippe",935 000 $,Chesterville,Centre-du-Québec,5,1,1,2,1 800 pi²,,"3 900,00 $","176,50 $","3 300,00 $",
"761, rue Robert",460 000 $,Contrecoeur,Montérégie (Rive-Sud Montréal),4,,,1,1 145 pi²,,"2 187,00 $","221,00 $",,
"50, rue du Pré",484 977 $,St-Christophe-D'Arthabaska,Centre-du-Québec,2,1,,1,1 262 pi²,,,,,
rue de la Golconda,349 500 $,Sherbrooke (Mont-Bellevue),Estrie,2,1,,1,840 pi²,,,,,
"1254, rue des Cyprès",450 000 $,Prévost,Laurentides,4,,,1,1 227 pi²,,"3 220,00 $","251,00 $",,
"1005, rue Beauchamp",419 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),3,1,,1,1 056 pi²,,"2 410,49 $","207,02 $","1 500,00 $","989,64 $"
"41, rue Beausoleil",170 000 $,Mont-Tremblant (St-Jovite),Laurentides,3,1,,1,864 pi²,,"638,00 $","32,00 $","2 600,00 $","420,00 $"
"2789, rue Frégault",399 000 $,Chomedey,Laval,2,1,,2,948.30 pi²,,"2 048,00 $","208,00 $","993,00 $",
"604, rue Atateken",650 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,3,1,,2,1 109 pi²,,"2 898,42 $","375,36 $","1 130,00 $","313,00 $"
"2127, rue Duc-de-Toscane",367 000 $,Beauport,Québec Rive-Nord,4,,,1,1 216.3 pi²,,"2 988,28 $","265,56 $","2 200,32 $","597,32 $"
"1-71, rue George-Adams",519 900 $,Bromont,Estrie,4,,1,2,1 410 pi²,,"2 555,00 $","200,00 $","100,00 $","150,00 $"
"3-1040, boulevard du Fort-Saint-Louis",369 000 $,Boucherville,Montérégie (Rive-Sud Montréal),2,1,,1,1 050 pi²,,"1 719,23 $","197,52 $","880,62 $",
"204-110, AV DE LA BELLE-DAME",464 000 $,La Prairie,Montérégie (Rive-Sud Montréal),2,1,,1,992 pi²,,"2 230,50 $","272,18 $","600,00 $","438,00 $"
"3726, rue Imelda-Lefebvre",367 000 $,Sherbrooke (Rock Forest),Estrie,4,,1,2,590.94 pi²,,"2 606,00 $","176,00 $","1 230,00 $","864,00 $"
"223, 32e Avenue",479 900 $,Ste-Marthe-Sur-Le-Lac,Laurentides,2,,,1,949.38 pi²,,"2 704,87 $","271,63 $","2 196,00 $",
"23, rue Caldwell",215 000 $,Cabano,Bas-Saint-Laurent,2,1,1,2,1 138 pi²,,"2 018,00 $","84,00 $","1 290,00 $",
"102-2000, rue de Chambly",509 000 $,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),3,1,1,2,1 200 pi²,,"2 470,00 $","250,00 $","1 020,00 $","468,00 $"
"317-2141, rang de la Rivière",404 000 $,St-Isidore,Chaudière-Appalaches,2,1,,1,1 017 pi²,,"1 553,27 $","132,76 $",,
"1569, rue des Tangaras",459 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4,,1,2,1 623.48 pi²,,"3 841,00 $","240,36 $","3 122,40 $",
"1731, 7e Avenue",740 000 $,Val-Morin,Laurentides,4,,,2,2 600 pi²,,"5 600,00 $","312,00 $","3 000,00 $","1 900,00 $"
"198, chemin Lord",475 000 $,Hatley,Estrie,3,1,1,1,960 pi²,,"1 384,66 $","255,61 $",,
"888, rue André-Mathieu",355 000 $,Sherbrooke (Rock Forest),Estrie,3,,,1,806 pi²,,"2 586,70 $","178,84 $",,
100 Rue Émilie-Gamelin,874 900 $,St-Colomban,Laurentides,3,,1,1,1 454 pi²,,,,,
1200 rue Drummond,776 112 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,,1,764 pi²,,,,,
1200 rue Drummond,1 057 758 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,,,1,962 pi²,,,,,
"2161, rue de la Golconda","421 815,52 $",Sherbrooke (Mont-Bellevue),Estrie,3,,1,2,642 pi²,,,,,
88 Boulevard de Chambéry,641 649 $,Blainville,Laurentides,2,1,,1,1 521 pi²,,,,,
"9965, rue Rancourt",950 000 $,Ahuntsic / Cartierville,Montréal / l'Île,5,,1,,,,"3 617,53 $","1 736,93 $","2 372,00 $","2 160,00 $"
"54, rue de l'Arc-en-Ciel",459 900 $,Gatineau (Hull),Outaouais,2,1,1,1,950 pi²,,"3 541,41 $","227,58 $","2 500,00 $","2 100,00 $"
"6165-6165A-6167, avenue de Carignan",875 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,7,,,,,,"463 140,00 $","568,07 $",,"1 668,79 $"
"106, RUE AUGUSTIN-GAUTHIER",479 900 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),4,,,1,957 pi²,,"2 521,17 $","228,75 $","1 436,00 $",
"1516-1518, boulevard René-Lévesque Ouest",585 000 $,Saint-Sacrement,Québec Rive-Nord,4,,,,,,,"470,00 $",,
"265, rue François-Chrétien",437 500 $,St-Étienne-Des-Gres,Mauricie,4,,,1,1 216 pi²,,"3 217,85 $","167,37 $","4 485,48 $",
"10713, RUE SAINT-DENIS",499 900 $,Ahuntsic / Cartierville,Montréal / l'Île,2,1,,1,20.67x48.03 pi,,"2 173,68 $","264,69 $",,
"1391, rue Notre-Dame-de-Lourdes",115 000 $,St-Edmond-De-Grantham,Centre-du-Québec,,,,,,,"281,32 $","100,00 $",,
"4660, chemin des Trois-Lacs",495 000 $,Shawinigan (Grand-Mère),Mauricie,5,1,1,1,1 152 pi²,,"3 232,00 $","160,00 $","1 281,00 $","768,00 $"
"35, rue des Aiguillages",375 000 $,Rivière-Du-Loup,Bas-Saint-Laurent,4,,,1,1 088 pi²,,"3 722,31 $","233,52 $","2 550,00 $","1 389,00 $"
"480, place du Canal",550 000 $,Ste-Catherine,Montérégie (Rive-Sud Montréal),3,1,1,2,1 226 pi²,,"3 307,22 $","274,26 $","1 812,72 $","1 200,00 $"
"35, rue d'Argenson",685 000 $,Boucherville,Montérégie (Rive-Sud Montréal),4,,,1,1 344 pi²,,"3 065,35 $","438,11 $","3 000,00 $",
"302-2648, rue du Manoir",269 900 $,Vaudreuil-Dorion,Montérégie Ouest,2,1,,1,784.69 pi²,,"1 380,00 $","142,00 $",,
"2-874, rue Père-Albanel",300 000 $,Montcalm,Québec Rive-Nord,2,1,,1,900 pi²,,"2 555,20 $","197,29 $","307,80 $",
"64, rue Martineau",366 700 $,Gatineau (Gatineau),Outaouais,3,1,1,2,1 270 pi²,,"2 242,79 $",,"1 100,00 $",
"12140, RANG SAINT-ETIENNE",999 990 $,Mirabel (St-Benoit),Laurentides,4,,1,2,2 025 pi²,,"2 187,22 $","468,08 $","2 000,00 $","3 200,00 $"
"5220, chemin Tourville",284 775 $,Drummondville (St-Nicéphore),Centre-du-Québec,2,1,,2,1 148 pi²,,"1 700,00 $","400,00 $","1 800,00 $",
"62, rue de Pontiac",975 000 $,Bromont,Estrie,3,1,1,2,1 746 pi²,,"3 672,68 $","753,72 $","2 900,00 $","1 354,87 $"
"2011, montée du Cap-Violet",548 000 $,Ste-Lucie-Des-Laurentides,Laurentides,6,,,1,1 315 pi²,,"2 408,00 $","184,00 $","3 178,00 $","3 585,00 $"
"360, 129e Avenue",339 550 $,Drummondville (St-Nicéphore),Centre-du-Québec,2,1,,2,1 248 pi²,,,,,
"11, terrasse des Boisés",639 000 $,Lac-Brome,Estrie,3,,1,3,1 358 pi²,,"2 924,40 $","304,13 $","1 348,00 $",
"107, chemin de la Pointe-à-Comeau",395 000 $,Shawinigan (Grand-Mère),Mauricie,4,,,1,1 280.26 pi²,,"3 192,00 $","142,00 $","1 310,00 $","800,00 $"
"4845, rue Kateri",825 000 $,Ste-Catherine,Montérégie (Rive-Sud Montréal),5,,1,2,2 720 pi²,,"5 219,71 $","439,87 $","4 242,41 $",
"1770, rue du Fief",89 000 $,Trois-Rivières (Trois-Rivières),Mauricie,,,,,,,,,,
"4443, rue Barrière",569 000 $,Chomedey,Laval,3,1,1,2,"1,710 pi²",,"3 021,00 $","337,00 $",,
"52, rue Daignault",995 000 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),4,,1,2,1 936 pi²,,"3 947,00 $","398,00 $",,
"515, rue de Pons",799 000 $,L'Assomption,Lanaudière,4,,,2,2 573 pi²,,"5 292,34 $","492,27 $","3 286,02 $","1 400,65 $"
"367, chemin de la Baie de la Vache",689 000 $,Lac-Bouchette,Saguenay-Lac-Saint-Jean,4,,,2,2 000 pi²,,"2 632,00 $","202,00 $","1 440,00 $",
"100, rue Makalu",130 000 $,Mont-Tremblant,Laurentides,,,,,,,,,,
"653, RUE ANNE-HÉBERT",615 000 $,Terrebonne (Terrebonne),Lanaudière,3,1,,3,,,,,,
"7-9655, rue Saint-Hubert",399 500 $,Ahuntsic / Cartierville,Montréal / l'Île,3,1,,1,783.61 pi²,,"2 476,17 $","278,32 $","500,00 $",
"99, rue Laflamme",390 000 $,Ste-Claire,Chaudière-Appalaches,3,,,1,1 697 pi²,,"2 908,43 $","2 908,43 $","2 008,28 $","668,17 $"
"52, rue Principale",110 000 $,Ste-Claire,Chaudière-Appalaches,,,,,,,,,,
rue du Mousquet,100 000 $,Shawinigan (Lac-A-La-Tortue),Mauricie,,,,,,,,"21,18 $",,
"3, rue Desjardins",569 000 $,Magog,Estrie,2,1,,2,1 400 pi²,,"2 754,00 $","253,58 $","1 039,00 $","816,00 $"
"1136, rue de l'Améthyste",535 000 $,Charlesbourg,Québec Rive-Nord,4,,1,2,1 352 pi²,,"3 600,00 $","315,00 $","2 600,00 $",
"153, rue du Domaine-Dufour",249 900 $,St-Esprit,Lanaudière,1,1,,1,1 128 pi²,,"450,00 $","26,00 $","1 704,00 $","451,00 $"
"3363, rue Louis-Hémon",274 900 $,Shawinigan (Shawinigan),Mauricie,3,1,,1,988 pi²,,,"65,95 $",,
200-202,875 000 $,La Prairie,Montérégie (Rive-Sud Montréal),2,1,,,,,"3 739,54 $","330,65 $",,
"2717, rue des Galets",2 699 000 $,Magog,Estrie,4,,,2,4 500 pi²,,"9 413,53 $","898,49 $","6 380,00 $",
"104-4944, rue Honoré-Beaugrand",410 000 $,St-Augustin-De-Desmaures,Québec Rive-Nord,2,,,1,948 pi²,,,,,
"1804, rue de Guyenne",425 000 $,Lévis,Québec Rive-Sud (Lévis),4,,1,2,1 765.28 pi²,,"3 417,00 $","308,00 $","1 629,00 $",
"1120, rue du Campanile",349 900 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 152 pi²,,,,,
"302, chemin du Lac-de-l'Oasis Nord",495 000 $,St-Léonard-De-Portneuf,Portneuf,3,1,,1,1 250 pi²,,"2 191,63 $","230,27 $","1 442,89 $","1 394,00 $"
"1398, rue Annette-Leclerc",595 000 $,Ste-Foy,Québec Rive-Nord,5,,1,2,1 624 pi²,,"4 143,00 $","376,23 $","3 840,00 $","1 400,00 $"
"2485, rue du Passerin",764 900 $,Ste-Rose,Laval,3,,1,2,1 560 pi²,,"4 310,00 $","502,00 $","2 088,00 $",
"10, place D'Argonne",539 000 $,Lorraine,Laurentides,3,,,1,910 pi²,,"2 914,00 $","265,00 $","600,00 $",
"1-4854, rue de Chambly",474 400 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,,1,1 052 pi²,,"2 444,00 $","281,00 $",,
"2255, Suzanne-Langevin",385 000 $,Shawinigan (Shawinigan-Sud),Mauricie,3,1,,1,1 547 pi²,,"3 800,00 $",,"1 540,00 $","120,00 $"
"5510, rue de Mentana",874 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,1,2,1 351 pi²,,"4 875,00 $","623,00 $",,
"3660, rue Émile-Bouthillier",599 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,,1,2,1 400 pi²,,"3 235,00 $","308,90 $","1 100,00 $",
Chemin du Lac du Castor,Prix sur demande,Rivière-à-Pierre,Portneuf,,,,,,,,,,
"182, rue William",614 000 $,Rosemère,Laurentides,3,,,2,900 pi²,,"2 348,28 $","290,93 $","2 040,00 $","968,08 $"
"122, rue Maryse-Beaumont",99 900 $,Drummondville (St-Nicéphore),Centre-du-Québec,,,,,,,"396,00 $","22,00 $",,
"307-1015, rue Lionel-Daunais",415 000 $,Boucherville,Montérégie (Rive-Sud Montréal),1,1,,1,851 pi²,,"1 743,15 $","213,64 $","428,00 $","353,00 $"
"923, RUE DE L'EPERVIER",315 000 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3,1,1,2,1 093.61 pi²,,"2 778,00 $","111,05 $","925,39 $",
"212-1400, rue Gaston-Véronneau",319 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),1,1,,1,840 pi²,,"1 939,53 $","181,43 $","700,00 $",
"404-4151, rue de Salaberry",437 000 $,Ahuntsic / Cartierville,Montréal / l'Île,2,,,1,948 pi²,,,,,
"120-132, avenue Simon-Napoléon-Parent",1 050 000 $,Saint-Sauveur,Québec Rive-Nord,12,,,,,,"8 638,00 $","561,10 $","1 548,24 $","3 734,34 $"
"1142, rue Léon-Provancher",233 000 $,St-Nicolas,Québec Rive-Sud (Lévis),2,1,,1,825.59 pi²,,"1 905,00 $","160,44 $","1 100,00 $","206,01 $"
"113, rue Dion",619 900 $,East Farnham,Estrie,4,1,,1,1 255 pi²,,"1 600,00 $","270,00 $","1 511,00 $",
"1951, rue La Salle",350 000 $,Longueuil (Greenfield Park),Montérégie (Rive-Sud Montréal),2,1,,1,1 009 pi²,,,,,
"3-301, rue du Sous-Bois",345 000 $,Beauport,Québec Rive-Nord,3,1,1,2,1 768 pi²,,"2 689,00 $","218,00 $","1 017,00 $","632,00 $"
"967, rue St-Gabriel Ouest",3 000 000 $,St-Sauveur,Laurentides,4,1,,2,,,,,,
"430, chemin Eardley",849 999 $,Gatineau (Aylmer),Outaouais,4,,1,2,"2,175 pi²",,"4 329,00 $","366,00 $","198,00 $",
"311-740, boulevard Montpellier",339 000 $,Saint-Laurent,Montréal / l'Île,2,1,,1,930 pi²,,"1 866,00 $",,,
"5, rang Saint Anne",410 000 $,Drummondville (Drummondville),Centre-du-Québec,2,1,1,2,844 pi²,,"1 872,42 $","151,59 $","2 280,00 $",
"171, rue du Parc",518 000 $,St-Henri-de-Lévis,Chaudière-Appalaches,4,,,1,1 200 pi²,,"3 500,00 $","300,00 $","2 800,00 $",
rue Ménard,260 000 $,Shefford,Estrie,,,,,,,"439,56 $","67,30 $",,
"232, 2e Avenue",195 000 $,Lac-Etchemin,Chaudière-Appalaches,3,,,2,1 394 pi²,,"1 571,00 $","83,00 $","3 299,00 $","1 454,00 $"
"8, chemin de la Chouette-Cendrée",175 000 $,Coaticook,Estrie,,,,,,,,,,
"699, rue Denison Ouest",399 000 $,Granby,Estrie,5,,,2,2 200 pi²,,"1 900,00 $","160,00 $","1 800,00 $",
"271, CH PERIGNY",257 000 $,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,2,1,,1,838 pi²,,"1 643,60 $",,"824,91 $","750,00 $"
"301-3650, rue Roland-Marquette",485 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,,1,1 125 pi²,,,,"700,00 $","200,00 $"
"1065, route 138",635 000 $,St-Joachim,Québec Rive-Nord,2,1,,1,1 040 pi²,,"1 752,00 $","161,00 $",,"750,00 $"
"302-2030, avenue Aird",474 900 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,,1,1 009 pi²,,"2 489,77 $","294,14 $",,
"990, rue Déca",429 000 $,L'Ancienne-Lorette,Québec Rive-Nord,6,,,1,1 050.56 pi²,,,,,
"5205, rue Gabrièle-Frascadore",488 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,,,3,957.99 pi²,,,"256,32 $",,
"20, rue du Meunier",685 000 $,Bromont,Estrie,4,,,1,1 076.39 pi²,,"3 833,94 $","378,89 $","735,00 $","747,00 $"
"420, avenue de Buckingham",499 900 $,Gatineau (Buckingham),Outaouais,6,,,,,,"5 479,00 $","266,00 $",,"400,00 $"
"205-1100, boulevard Lebourgneuf",329 000 $,Lebourgneuf,Québec Rive-Nord,2,1,1,1,1 139 pi²,,"2 915,25 $","250,20 $","960,00 $",
"100, rue du Lac-Perreault",675 000 $,St-Alphonse-Rodriguez,Lanaudière,2,1,,1,1 320 pi²,,,,"1 705,00 $","1 385,00 $"
"411-10681, rue de Martigny",365 000 $,Ahuntsic / Cartierville,Montréal / l'Île,1,1,,4,589.86 pi²,,"1 788,52 $","190,77 $","536,00 $","677,98 $"
Chemin du Village,259 000 $,Morin-Heights,Laurentides,,,,,,,,,,
"1402-2, route Lallemand",237 500 $,Lévis,Québec Rive-Sud (Lévis),2,1,,1,1 338 pi²,,"2 010,00 $","154,00 $","1 020,00 $","515,00 $"
"505-1240, boulevard Lucille-Teasdale",349 000 $,Terrebonne (Lachenaie),Lanaudière,2,1,,1,842 pi²,,"2 609,00 $",,,
"304-1600, rue Robert-Charbonneau",395 000 $,Ahuntsic / Cartierville,Montréal / l'Île,3,1,,1,1 079 pi²,,"1 879,99 $","205,82 $",,
"17, Place des Haut bois",285 000 $,Lac-Delage,Québec Rive-Nord,2,1,1,1,735.18 pi²,,"2 414,00 $","162,00 $",,
rue Donald,750 000 $,Chateauguay,Montérégie (Rive-Sud Montréal),3,1,1,2,1 762 pi²,,,,,
"56, rue de la Tourbière",425 000 $,St-Prime,Saguenay-Lac-Saint-Jean,4,,1,2,1 399.31 pi²,,"3 771,00 $","237,00 $","2 795,00 $","1 804,00 $"
"2242, rue de Davignac",899 000 $,Mascouche,Lanaudière,4,,,2,2 650 pi²,,"5 272,00 $","465,00 $","2 430,00 $","1 600,00 $"
"1048, RUE DE MASSABIELLE",250 000 $,Nicolet,Centre-du-Québec,2,1,,1,1 100 pi²,,"2 276,00 $","126,45 $","900,00 $","450,00 $"
"232, rue Saint-Venant",1 999 999 $,Ste-Agathe-Des-Monts,Laurentides,5,,,,,,"9 715,00 $",,"5 656,00 $","3 814,00 $"
"26, rue de la Vigie",369 900 $,Lévis,Québec Rive-Sud (Lévis),3,1,,1,1 001.04 pi²,,,,,
"164, rue des Peupliers",579 000 $,Pont-Rouge,Portneuf,4,,,1,1 236 pi²,,"3 415,41 $","283,32 $","2 595,08 $",
"258, chemin Wilmer",749 900 $,Luskville,Outaouais,5,,1,2,"3,172 pi²",,"3 900,00 $","232,00 $","1 800,00 $","3 084,00 $"
"23, rue Locas",484 900 $,St-Constant,Montérégie (Rive-Sud Montréal),3,1,,1,957 pi²,,"2 648,53 $","264,79 $","1 824,92 $","1 335,25 $"
"10109, promenade des Riverains",899 900 $,Anjou,Montréal / l'Île,4,,1,3,3 140 pi²,,"5 731,00 $","634,00 $","3 369,00 $","1 898,00 $"
1200 rue Drummond,1 260 791 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,3,,,1,1 116 pi²,,,,,
"335-335A, boulevard Adolphe-Chapleau",850 000 $,Bois-Des-Filion,Laurentides,4,,,,,,,,"5 000,00 $",
"437, rue des Hirondelles",845 000 $,Beloeil,Montérégie (Rive-Sud Montréal),3,1,,2,5 343.21 pi²,,"3 979,43 $","465,00 $","2 690,27 $","869,82 $"
"1648, chemin de la Réserve",360 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,3,,,1,936 pi²,,"3 628,26 $","215,00 $","206,00 $",
"359, rue Massenet",572 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),5,,,1,1 188 pi²,,"2 400,00 $","240,00 $",,
"2030, rue Brahms",409 000 $,Drummondville (Drummondville),Centre-du-Québec,4,,,1,980 pi²,,,,,
"605-8635, rue Lajeunesse",365 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,1,1,,1,610.31 pi²,,"1 733,55 $","203,00 $",,
"241, RUE DU PRINCE-GEORGE",699 000 $,Otterburn Park,Montérégie (Rive-Sud Montréal),4,,,1,990 pi²,,"2 483,00 $","657,23 $",,
"11057, avenue Lamoureux",624 900 $,Montréal-Nord,Montréal / l'Île,4,,,2,2 200 pi²,,"2 939,25 $","294,60 $","3 000,00 $",
"403, Cours de la Raffinerie",416 000 $,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),2,1,,1,1 207.71 pi²,,"2 555,27 $","210,84 $","710,00 $","375,00 $"
"857, rang Bellevue",288 900 $,St-Jean-De-Dieu,Bas-Saint-Laurent,2,1,1,2,,,,,,
"302-1200, rue Curé-Labelle",409 900 $,Blainville,Laurentides,3,1,,1,1 087 pi²,,"1 989,00 $","216,00 $","585,00 $",
"296, RUE DE LA COURONNE",849 000 $,Bromont,Estrie,3,,1,2,2 018 pi²,,"5 003,51 $","534,57 $","3 033,12 $",
"180, Chemin du second ruisseau",599 000 $,Calixa-Lavallee,Montérégie (Rive-Sud Montréal),5,1,1,2,34x43 pi,,"2 199,00 $","291,00 $","2 000,00 $","2 500,00 $"
"2185, rue Pierre-Matte",525 000 $,Shawinigan (Shawinigan-Sud),Mauricie,3,,1,2,1 680 pi²,,"6 335,31 $","247,24 $","2 880,00 $","605,00 $"
"410-375, rue Joliette",579 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,,,1,916.01 pi²,,"3 479,13 $","357,84 $","800,00 $","592,00 $"
"2-1592, rue des Érables",429 000 $,Shawinigan (Shawinigan-Sud),Mauricie,2,1,1,1,1 300 pi²,,"4 703,00 $","241,12 $","1 700,00 $",
"17686, CH DE LA GRANDE-LIGNE",350 000 $,Lac-St-Charles,Québec Rive-Nord,4,1,1,2,1 504 pi²,,"2 233,54 $","204,65 $","2 256,00 $","160,00 $"
"22 - 22A, rue Suzanne-Piot",Prix sur demande,Blainville,Laurentides,4,,,1,,,"3 343,92 $","351,81 $",,
